record,Country,state,year,month,time,cases,X,Y,pop,direction,id,no,id_1,rh,pr,tmmx,tmmn,si
1,TH,Amnat Charoen,2017,1,1,1,104.7422193,15.89017971,378107,northeastern,16,0,1,76.22219612,1.971830986,30.91830986,19.0915493,
2,TH,Amnat Charoen,2017,2,2,3,104.7422193,15.89017971,378107,northeastern,16,0,1,65.94217897,7.309859155,32.98732394,18.45633803,
3,TH,Amnat Charoen,2017,3,3,2,104.7422193,15.89017971,378107,northeastern,16,0,1,73.41172898,71.85915493,34.85492958,22.68873239,
4,TH,Amnat Charoen,2017,4,4,2,104.7422193,15.89017971,378107,northeastern,16,0,1,79.58472475,97.23943662,35.15633803,24.01126761,
5,TH,Amnat Charoen,2017,5,5,4,104.7422193,15.89017971,378107,northeastern,16,0,1,84.98348859,250.6056338,33.44084507,24.5056338,
6,TH,Amnat Charoen,2017,6,6,34,104.7422193,15.89017971,378107,northeastern,16,0,1,84.71362595,260.2394366,32.47042254,24.46619718,
7,TH,Amnat Charoen,2017,7,7,29,104.7422193,15.89017971,378107,northeastern,16,0,1,84.90305189,409,30.6,24.26338028,
8,TH,Amnat Charoen,2017,8,8,2,104.7422193,15.89017971,378107,northeastern,16,0,1,84.55752553,265.028169,31.70704225,24.36338028,
9,TH,Amnat Charoen,2017,9,9,5,104.7422193,15.89017971,378107,northeastern,16,0,1,83.9838807,208.7887324,32.13380282,24.40704225,
10,TH,Amnat Charoen,2017,10,10,1,104.7422193,15.89017971,378107,northeastern,16,0,1,78.26917707,121.5070423,31.62535211,22.80985915,
11,TH,Amnat Charoen,2017,11,11,0,104.7422193,15.89017971,378107,northeastern,16,0,1,73.20542757,25.53521127,30.97323944,20.59859155,
12,TH,Amnat Charoen,2017,12,12,0,104.7422193,15.89017971,378107,northeastern,16,0,1,71.83184213,3.676056338,29.58873239,17.83661972,
13,TH,Amnat Charoen,2018,1,13,0,104.7422193,15.89017971,378621,northeastern,16,0,1,76.78697473,0.985915493,30.64366197,18.38591549,
14,TH,Amnat Charoen,2018,2,14,0,104.7422193,15.89017971,378621,northeastern,16,0,1,72.87780568,9.845070423,31.61971831,18.48028169,
15,TH,Amnat Charoen,2018,3,15,2,104.7422193,15.89017971,378621,northeastern,16,0,1,79.96552158,75.63380282,34.35633803,22.65492958,
16,TH,Amnat Charoen,2018,4,16,1,104.7422193,15.89017971,378621,northeastern,16,0,1,74.36120562,108.084507,34.48732394,23.74084507,
17,TH,Amnat Charoen,2018,5,17,9,104.7422193,15.89017971,378621,northeastern,16,0,1,79.59378084,155.5633803,33.64084507,23.97746479,
18,TH,Amnat Charoen,2018,6,18,37,104.7422193,15.89017971,378621,northeastern,16,0,1,81.37345499,231.3098592,32.27042254,24.3943662,
19,TH,Amnat Charoen,2018,7,19,20,104.7422193,15.89017971,378621,northeastern,16,0,1,83.40065422,243.5915493,31.10140845,24.29577465,
20,TH,Amnat Charoen,2018,8,20,23,104.7422193,15.89017971,378621,northeastern,16,0,1,81.07513009,286.1408451,30.60704225,24.03380282,
21,TH,Amnat Charoen,2018,9,21,16,104.7422193,15.89017971,378621,northeastern,16,0,1,82.30286902,185.6619718,31.73380282,23.93661972,
22,TH,Amnat Charoen,2018,10,22,11,104.7422193,15.89017971,378621,northeastern,16,0,1,73.75323153,60.97183099,32.82394366,22.78169014,
23,TH,Amnat Charoen,2018,11,23,1,104.7422193,15.89017971,378621,northeastern,16,0,1,73.63137194,10.84507042,32.31408451,20.7028169,
24,TH,Amnat Charoen,2018,12,24,0,104.7422193,15.89017971,378621,northeastern,16,0,1,73.49286727,1.338028169,31.78732394,19.7056338,
25,TH,Amnat Charoen,2019,1,25,9,104.7422193,15.89017971,378438,northeastern,16,0,1,66.17384387,0.295774648,32.67323944,18.48028169,
26,TH,Amnat Charoen,2019,2,26,2,104.7422193,15.89017971,378438,northeastern,16,0,1,70.39529193,7.154929577,35.78450704,21.94788732,
27,TH,Amnat Charoen,2019,3,27,6,104.7422193,15.89017971,378438,northeastern,16,0,1,68.07983012,17.88732394,37.04788732,24.04929577,
28,TH,Amnat Charoen,2019,4,28,9,104.7422193,15.89017971,378438,northeastern,16,0,1,77.00194367,59.15492958,37.47887324,25.83380282,
29,TH,Amnat Charoen,2019,5,29,58,104.7422193,15.89017971,378438,northeastern,16,0,1,80.62274535,213.6338028,35.00704225,25.21126761,
30,TH,Amnat Charoen,2019,6,30,48,104.7422193,15.89017971,378438,northeastern,16,0,1,79.09939178,119.1690141,34.23943662,26.03239437,
31,TH,Amnat Charoen,2019,7,31,28,104.7422193,15.89017971,378438,northeastern,16,0,1,81.51167448,182.1971831,32.85915493,25.19295775,
32,TH,Amnat Charoen,2019,8,32,24,104.7422193,15.89017971,378438,northeastern,16,0,1,85.33793705,490.7183099,31.70704225,24.33239437,
33,TH,Amnat Charoen,2019,9,33,66,104.7422193,15.89017971,378438,northeastern,16,0,1,78.29669899,331.4647887,31.62957746,24.1,
34,TH,Amnat Charoen,2019,10,34,47,104.7422193,15.89017971,378438,northeastern,16,0,1,76.2677176,43.52112676,32.82816901,23.88169014,
35,TH,Amnat Charoen,2019,11,35,21,104.7422193,15.89017971,378438,northeastern,16,0,1,69.19096686,8.802816901,31.61267606,20.43802817,
36,TH,Amnat Charoen,2019,12,36,1,104.7422193,15.89017971,378438,northeastern,16,0,1,66.06284284,0,30.73098592,17.87464789,
37,TH,Amnat Charoen,2020,1,37,0,104.7422193,15.89017971,376195,northeastern,16,0,1,63.60996596,2.14084507,32.68028169,18.65492958,0
38,TH,Amnat Charoen,2020,2,38,2,104.7422193,15.89017971,376195,northeastern,16,0,1,57.3882355,1,33.11971831,19.28450704,0
39,TH,Amnat Charoen,2020,3,39,4,104.7422193,15.89017971,376195,northeastern,16,0,1,71.4015922,30.04225352,36.54084507,23.57464789,35.90258065
40,TH,Amnat Charoen,2020,4,40,1,104.7422193,15.89017971,376195,northeastern,16,0,1,78.99876963,38.88732394,35.63380282,23.89014085,76.264
41,TH,Amnat Charoen,2020,5,41,13,104.7422193,15.89017971,376195,northeastern,16,0,1,77.40545418,139.5492958,36.20985915,26.44507042,75
42,TH,Amnat Charoen,2020,6,42,18,104.7422193,15.89017971,376195,northeastern,16,0,1,81.48084646,116.4225352,33.51126761,25.27605634,62.99333333
43,TH,Amnat Charoen,2020,7,43,27,104.7422193,15.89017971,376195,northeastern,16,0,1,85.99598554,157.0140845,33.03802817,25.33239437,52.78
44,TH,Amnat Charoen,2020,8,44,23,104.7422193,15.89017971,376195,northeastern,16,0,1,84.92246966,279.0140845,31.71267606,24.16901408,51.16580645
45,TH,Amnat Charoen,2020,9,45,9,104.7422193,15.89017971,376195,northeastern,16,0,1,86.9349722,309.2535211,32.34084507,24.74084507,47.776
46,TH,Amnat Charoen,2020,10,46,3,104.7422193,15.89017971,376195,northeastern,16,0,1,82.94395329,347.3380282,30.13098592,21.15492958,47.22
47,TH,Amnat Charoen,2020,11,47,0,104.7422193,15.89017971,376195,northeastern,16,0,1,66.90100947,12.92957746,31.21549296,19.97183099,48.054
48,TH,Amnat Charoen,2020,12,48,0,104.7422193,15.89017971,376195,northeastern,16,0,1,70.46447174,0.014084507,29.76056338,16.97464789,54.92870968
49,TH,Amnat Charoen,2021,1,49,0,104.7422193,15.89017971,376195,northeastern,16,0,1,66.29394521,0,28.88450704,14.86056338,59.31967742
50,TH,Amnat Charoen,2021,2,50,0,104.7422193,15.89017971,376195,northeastern,16,0,1,51.22072198,11.78873239,31.99295775,18.32394366,49.30642857
51,TH,Amnat Charoen,2021,3,51,0,104.7422193,15.89017971,376195,northeastern,16,0,1,73.16595061,16.53521127,35.77042254,22.8028169,47.22
52,TH,Amnat Charoen,2021,4,52,2,104.7422193,15.89017971,376195,northeastern,16,0,1,79.83644867,91.77464789,35.5915493,23.91690141,51.60333333
53,TH,Amnat Charoen,2021,5,53,3,104.7422193,15.89017971,376195,northeastern,16,0,1,81.47340092,108.3239437,35.17183099,25.47605634,59.26
54,TH,Amnat Charoen,2021,6,54,0,104.7422193,15.89017971,376195,northeastern,16,0,1,80.46946007,152.4507042,33.26760563,25.03098592,56.10933333
55,TH,Amnat Charoen,2021,7,55,0,104.7422193,15.89017971,376195,northeastern,16,0,1,84.43506171,302.1549296,32.42394366,24.75774648,59.31806452
56,TH,Amnat Charoen,2021,8,56,5,104.7422193,15.89017971,376195,northeastern,16,0,1,84.49964217,140.3380282,32.74084507,25.1971831,73.22322581
57,TH,Amnat Charoen,2021,9,57,0,104.7422193,15.89017971,376195,northeastern,16,0,1,87.24317545,375.4788732,31.46901408,23.87042254,55.09
58,TH,Amnat Charoen,2021,10,58,0,104.7422193,15.89017971,376195,northeastern,16,0,1,81.46067918,187.4366197,31.52535211,22.48028169,56.64580645
59,TH,Amnat Charoen,2021,11,59,0,104.7422193,15.89017971,376195,northeastern,16,0,1,71.23792643,4.816901408,31.21549296,19.97042254,58.306
60,TH,Amnat Charoen,2021,12,60,0,104.7422193,15.89017971,376195,northeastern,16,0,1,68.36210611,1.042253521,29.7943662,16.97746479,42.64
61,TH,Amnat Charoen,2022,1,61,0,104.7422193,15.89017971,376195,northeastern,16,0,1,65.54781282,2.690140845,31.98309859,18.19859155,41.35580645
62,TH,Amnat Charoen,2022,2,62,0,104.7422193,15.89017971,376195,northeastern,16,0,1,76.89514493,25.38028169,31.7028169,17.86619718,40.67714286
63,TH,Amnat Charoen,2022,3,63,0,104.7422193,15.89017971,376195,northeastern,16,0,1,77.40531889,66.32394366,35.52394366,22.62676056,43.06
64,TH,Amnat Charoen,2022,4,64,0,104.7422193,15.89017971,376195,northeastern,16,0,1,75.47075825,100.1267606,33.79014085,22.14647887,37.5
65,TH,Amnat Charoen,2022,5,65,0,104.7422193,15.89017971,376195,northeastern,16,0,1,84.27534356,254.2957746,32.57746479,22.71408451,34.99064516
66,TH,Amnat Charoen,2022,6,66,1,104.7422193,15.89017971,376195,northeastern,16,0,1,78.1288883,157.3098592,33.28169014,25.07464789,28.48466667
67,TH,Amnat Charoen,2022,7,67,0,104.7422193,15.89017971,376195,northeastern,16,0,1,87.93307151,302.7746479,32.23098592,24.69577465,24.07
68,TH,Amnat Charoen,2022,8,68,0,104.7422193,15.89017971,376195,northeastern,16,0,1,86.53025947,271.3943662,31.63802817,24.19577465,29.09193548
69,TH,Amnat Charoen,2022,9,69,0,104.7422193,15.89017971,376195,northeastern,16,0,1,88.48598631,350.028169,31.27042254,23.87183099,29.63
70,TH,Amnat Charoen,2022,10,70,0,104.7422193,15.89017971,376195,northeastern,16,0,1,70.58078648,137.3098592,30.89577465,21.75070423,5.56
71,TH,Amnat Charoen,2022,11,71,0,104.7422193,15.89017971,376195,northeastern,16,0,1,69.70575789,36.84507042,32.67887324,21.23661972,5.56
72,TH,Amnat Charoen,2022,12,72,0,104.7422193,15.89017971,376195,northeastern,16,0,1,67.32184354,0,29.58732394,16.97183099,5.56
73,TH,Ang Thong,2017,1,1,6,100.3501749,14.62155937,281187,central,17,1,2,79.26913452,21,31.8,22.2,
74,TH,Ang Thong,2017,2,2,3,100.3501749,14.62155937,281187,central,17,1,2,70.60795593,10,33.9,20.9,
75,TH,Ang Thong,2017,3,3,2,100.3501749,14.62155937,281187,central,17,1,2,71.92566681,54,35.1,23.4,
76,TH,Ang Thong,2017,4,4,2,100.3501749,14.62155937,281187,central,17,1,2,77.18849182,45,35.6,24.6,
77,TH,Ang Thong,2017,5,5,7,100.3501749,14.62155937,281187,central,17,1,2,79.00518799,276,34,24.6,
78,TH,Ang Thong,2017,6,6,12,100.3501749,14.62155937,281187,central,17,1,2,70.97071075,146,33.7,24.4,
79,TH,Ang Thong,2017,7,7,31,100.3501749,14.62155937,281187,central,17,1,2,74.76961517,110,32.7,24.7,
80,TH,Ang Thong,2017,8,8,27,100.3501749,14.62155937,281187,central,17,1,2,77.66596222,161,33,24.7,
81,TH,Ang Thong,2017,9,9,27,100.3501749,14.62155937,281187,central,17,1,2,78.71834564,251,32.9,24.7,
82,TH,Ang Thong,2017,10,10,16,100.3501749,14.62155937,281187,central,17,1,2,81.32048035,209,31.9,24.6,
83,TH,Ang Thong,2017,11,11,14,100.3501749,14.62155937,281187,central,17,1,2,81.83088684,46,31.3,23.9,
84,TH,Ang Thong,2017,12,12,8,100.3501749,14.62155937,281187,central,17,1,2,75.66288757,24,30.4,21.2,
85,TH,Ang Thong,2018,1,13,2,100.3501749,14.62155937,280840,central,17,1,2,81.93682861,9,31.8,21.5,
86,TH,Ang Thong,2018,2,14,2,100.3501749,14.62155937,280840,central,17,1,2,78.47216797,16,32.4,21.2,
87,TH,Ang Thong,2018,3,15,10,100.3501749,14.62155937,280840,central,17,1,2,78.51787567,33,34.5,23.5,
88,TH,Ang Thong,2018,4,16,10,100.3501749,14.62155937,280840,central,17,1,2,76.27931213,121,34.6,24.1,
89,TH,Ang Thong,2018,5,17,15,100.3501749,14.62155937,280840,central,17,1,2,73.52684021,104,34.3,24.2,
90,TH,Ang Thong,2018,6,18,18,100.3501749,14.62155937,280840,central,17,1,2,76.2180481,86,33.4,24.5,
91,TH,Ang Thong,2018,7,19,21,100.3501749,14.62155937,280840,central,17,1,2,76.11826324,117,32.3,24.7,
92,TH,Ang Thong,2018,8,20,12,100.3501749,14.62155937,280840,central,17,1,2,74.27596283,128,31.8,24.2,
93,TH,Ang Thong,2018,9,21,20,100.3501749,14.62155937,280840,central,17,1,2,78.39804077,160,32.3,24.2,
94,TH,Ang Thong,2018,10,22,17,100.3501749,14.62155937,280840,central,17,1,2,81.44694519,150,32.7,24.5,
95,TH,Ang Thong,2018,11,23,15,100.3501749,14.62155937,280840,central,17,1,2,80.75635529,33,32.9,23.8,
96,TH,Ang Thong,2018,12,24,6,100.3501749,14.62155937,280840,central,17,1,2,86.02185059,11,32.5,23.1,
97,TH,Ang Thong,2019,1,25,12,100.3501749,14.62155937,279654,central,17,1,2,77.66114044,11,33.6,21.2,
98,TH,Ang Thong,2019,2,26,10,100.3501749,14.62155937,279654,central,17,1,2,76.84236145,7,35.2,22.9,
99,TH,Ang Thong,2019,3,27,7,100.3501749,14.62155937,279654,central,17,1,2,63.74613953,14,36,24,
100,TH,Ang Thong,2019,4,28,3,100.3501749,14.62155937,279654,central,17,1,2,72.60033417,52,37.4,26,
101,TH,Ang Thong,2019,5,29,5,100.3501749,14.62155937,279654,central,17,1,2,72.51134491,131,36.1,26,
102,TH,Ang Thong,2019,6,30,10,100.3501749,14.62155937,279654,central,17,1,2,78.30167389,103,34.5,25.3,
103,TH,Ang Thong,2019,7,31,20,100.3501749,14.62155937,279654,central,17,1,2,73.05175781,67,34.1,25.5,
104,TH,Ang Thong,2019,8,32,18,100.3501749,14.62155937,279654,central,17,1,2,75.63401031,191,32.6,24.3,
105,TH,Ang Thong,2019,9,33,11,100.3501749,14.62155937,279654,central,17,1,2,78.70290375,227,32.4,24.5,
106,TH,Ang Thong,2019,10,34,11,100.3501749,14.62155937,279654,central,17,1,2,78.5559845,104,33.4,25.8,
107,TH,Ang Thong,2019,11,35,4,100.3501749,14.62155937,279654,central,17,1,2,82.97434235,19,32.9,24.3,
108,TH,Ang Thong,2019,12,36,3,100.3501749,14.62155937,279654,central,17,1,2,77.05771637,1,31.7,21,
109,TH,Ang Thong,2020,1,37,11,100.3501749,14.62155937,276584,central,17,1,2,75.94903564,2,34,22,0
110,TH,Ang Thong,2020,2,38,14,100.3501749,14.62155937,276584,central,17,1,2,65.9912796,1,34.4,22.4,0
111,TH,Ang Thong,2020,3,39,15,100.3501749,14.62155937,276584,central,17,1,2,64.87448883,40,35.8,24,35.90258065
112,TH,Ang Thong,2020,4,40,9,100.3501749,14.62155937,276584,central,17,1,2,69.78928375,35,36.5,25.1,76.264
113,TH,Ang Thong,2020,5,41,8,100.3501749,14.62155937,276584,central,17,1,2,73.26278687,71,36.2,26.2,75
114,TH,Ang Thong,2020,6,42,6,100.3501749,14.62155937,276584,central,17,1,2,78.19886017,92,34.3,25.1,62.99333333
115,TH,Ang Thong,2020,7,43,27,100.3501749,14.62155937,276584,central,17,1,2,79.0428772,107,33.9,25.3,52.78
116,TH,Ang Thong,2020,8,44,48,100.3501749,14.62155937,276584,central,17,1,2,77.18821716,114,33.1,24.9,51.16580645
117,TH,Ang Thong,2020,9,45,81,100.3501749,14.62155937,276584,central,17,1,2,81.21974182,216,32.9,24.9,47.776
118,TH,Ang Thong,2020,10,46,25,100.3501749,14.62155937,276584,central,17,1,2,87.43125153,239,30.6,23,47.22
119,TH,Ang Thong,2020,11,47,6,100.3501749,14.62155937,276584,central,17,1,2,74.98241425,32,32,23.4,48.054
120,TH,Ang Thong,2020,12,48,5,100.3501749,14.62155937,276584,central,17,1,2,74.09306335,3,31.4,20.9,54.92870968
121,TH,Ang Thong,2021,1,49,0,100.3501749,14.62155937,276584,central,17,1,2,68.20606232,0,30.8,18.8,59.31967742
122,TH,Ang Thong,2021,2,50,0,100.3501749,14.62155937,276584,central,17,1,2,63.90544891,3,33.6,21.5,49.30642857
123,TH,Ang Thong,2021,3,51,0,100.3501749,14.62155937,276584,central,17,1,2,72.79405212,18,35.8,24,47.22
124,TH,Ang Thong,2021,4,52,0,100.3501749,14.62155937,276584,central,17,1,2,75.2648468,162,34.6,23.3,51.60333333
125,TH,Ang Thong,2021,5,53,3,100.3501749,14.62155937,276584,central,17,1,2,76.37457275,97,35.3,25.3,59.26
126,TH,Ang Thong,2021,6,54,4,100.3501749,14.62155937,276584,central,17,1,2,74.05461121,59,34.8,25.7,56.10933333
127,TH,Ang Thong,2021,7,55,8,100.3501749,14.62155937,276584,central,17,1,2,79.57404327,138,33,24.4,59.31806452
128,TH,Ang Thong,2021,8,56,1,100.3501749,14.62155937,276584,central,17,1,2,80.95965576,137,33.1,24.9,73.22322581
129,TH,Ang Thong,2021,9,57,0,100.3501749,14.62155937,276584,central,17,1,2,84.10597992,320,31.6,23.7,55.09
130,TH,Ang Thong,2021,10,58,3,100.3501749,14.62155937,276584,central,17,1,2,83.22214508,253,31.8,24.3,56.64580645
131,TH,Ang Thong,2021,11,59,11,100.3501749,14.62155937,276584,central,17,1,2,79.82581329,80,31.9,23.3,58.306
132,TH,Ang Thong,2021,12,60,0,100.3501749,14.62155937,276584,central,17,1,2,68.67485046,3,30.5,20,42.64
133,TH,Ang Thong,2022,1,61,0,100.3501749,14.62155937,276584,central,17,1,2,65.71646881,6,32.6,21,41.35580645
134,TH,Ang Thong,2022,2,62,0,100.3501749,14.62155937,276584,central,17,1,2,74.74172211,31,33.3,21.2,40.67714286
135,TH,Ang Thong,2022,3,63,2,100.3501749,14.62155937,276584,central,17,1,2,77.59805298,78,35,23.2,43.06
136,TH,Ang Thong,2022,4,64,1,100.3501749,14.62155937,276584,central,17,1,2,77.75987244,45,35.2,23.9,37.5
137,TH,Ang Thong,2022,5,65,1,100.3501749,14.62155937,276584,central,17,1,2,78.93563843,151,33.6,23.6,34.99064516
138,TH,Ang Thong,2022,6,66,3,100.3501749,14.62155937,276584,central,17,1,2,74.53610992,59,34.3,25,28.48466667
139,TH,Ang Thong,2022,7,67,1,100.3501749,14.62155937,276584,central,17,1,2,77.39647675,138,33.2,24.8,24.07
140,TH,Ang Thong,2022,8,68,3,100.3501749,14.62155937,276584,central,17,1,2,76.87339783,140,32.4,24.2,29.09193548
141,TH,Ang Thong,2022,9,69,4,100.3501749,14.62155937,276584,central,17,1,2,80.84809875,276,31.7,23.8,29.63
142,TH,Ang Thong,2022,10,70,4,100.3501749,14.62155937,276584,central,17,1,2,80.44154358,135,31.5,23.9,5.56
143,TH,Ang Thong,2022,11,71,10,100.3501749,14.62155937,276584,central,17,1,2,78.08155823,99,32.4,23.7,5.56
144,TH,Ang Thong,2022,12,72,12,100.3501749,14.62155937,276584,central,17,1,2,68.55172729,2,30.5,20.4,5.56
145,TH,Bangkok,2017,1,1,200,100.6244261,13.77183155,5682415,central,18,73,3,82.45346069,25,31.4,23.2,
146,TH,Bangkok,2017,2,2,127,100.6244261,13.77183155,5682415,central,18,73,3,74.47014618,11,33.1,22,
147,TH,Bangkok,2017,3,3,119,100.6244261,13.77183155,5682415,central,18,73,3,71.78701782,63,34,24.3,
148,TH,Bangkok,2017,4,4,111,100.6244261,13.77183155,5682415,central,18,73,3,76.33415985,40,34.6,25.6,
149,TH,Bangkok,2017,5,5,155,100.6244261,13.77183155,5682415,central,18,73,3,79.43299103,336,33.5,25.3,
150,TH,Bangkok,2017,6,6,331,100.6244261,13.77183155,5682415,central,18,73,3,68.57727051,151,33.7,25.2,
151,TH,Bangkok,2017,7,7,630,100.6244261,13.77183155,5682415,central,18,73,3,74.2727356,153,32.8,25.2,
152,TH,Bangkok,2017,8,8,704,100.6244261,13.77183155,5682415,central,18,73,3,77.46350861,176,33.1,25.1,
153,TH,Bangkok,2017,9,9,520,100.6244261,13.77183155,5682415,central,18,73,3,78.16874695,270,33.1,24.9,
154,TH,Bangkok,2017,10,10,563,100.6244261,13.77183155,5682415,central,18,73,3,81.23458862,223,32,24.7,
155,TH,Bangkok,2017,11,11,737,100.6244261,13.77183155,5682415,central,18,73,3,82.52873993,57,31.2,24.5,
156,TH,Bangkok,2017,12,12,448,100.6244261,13.77183155,5682415,central,18,73,3,77.68331909,18,30.8,22.2,
157,TH,Bangkok,2018,1,13,252,100.6244261,13.77183155,5676648,central,18,73,3,82.17887115,11,31.6,22.6,
158,TH,Bangkok,2018,2,14,222,100.6244261,13.77183155,5676648,central,18,73,3,76.17263031,16,31.8,22.3,
159,TH,Bangkok,2018,3,15,307,100.6244261,13.77183155,5676648,central,18,73,3,78.58216095,43,33.5,24.5,
160,TH,Bangkok,2018,4,16,240,100.6244261,13.77183155,5676648,central,18,73,3,74.89707947,119,33.6,24.9,
161,TH,Bangkok,2018,5,17,209,100.6244261,13.77183155,5676648,central,18,73,3,72.88820648,110,33.9,24.9,
162,TH,Bangkok,2018,6,18,412,100.6244261,13.77183155,5676648,central,18,73,3,74.91455078,95,33.3,25.2,
163,TH,Bangkok,2018,7,19,660,100.6244261,13.77183155,5676648,central,18,73,3,75.86045074,139,32.3,25.3,
164,TH,Bangkok,2018,8,20,691,100.6244261,13.77183155,5676648,central,18,73,3,75.14876556,159,32,24.7,
165,TH,Bangkok,2018,9,21,538,100.6244261,13.77183155,5676648,central,18,73,3,77.18097687,181,32.4,24.4,
166,TH,Bangkok,2018,10,22,434,100.6244261,13.77183155,5676648,central,18,73,3,79.73030853,204,32.7,24.6,
167,TH,Bangkok,2018,11,23,419,100.6244261,13.77183155,5676648,central,18,73,3,80.10274506,41,32.9,24.5,
168,TH,Bangkok,2018,12,24,297,100.6244261,13.77183155,5676648,central,18,73,3,86.20307159,9,32.7,24.1,
169,TH,Bangkok,2019,1,25,587,100.6244261,13.77183155,5666264,central,18,73,3,77.07209778,10,33,21.9,
170,TH,Bangkok,2019,2,26,354,100.6244261,13.77183155,5666264,central,18,73,3,79.01235199,8,34.2,23.6,
171,TH,Bangkok,2019,3,27,242,100.6244261,13.77183155,5666264,central,18,73,3,66.11704254,25,34.8,24.8,
172,TH,Bangkok,2019,4,28,183,100.6244261,13.77183155,5666264,central,18,73,3,73.07662201,25,36.3,26.6,
173,TH,Bangkok,2019,5,29,158,100.6244261,13.77183155,5666264,central,18,73,3,72.75846863,124,35.7,26.5,
174,TH,Bangkok,2019,6,30,308,100.6244261,13.77183155,5666264,central,18,73,3,76.96313477,117,34.3,25.9,
175,TH,Bangkok,2019,7,31,743,100.6244261,13.77183155,5666264,central,18,73,3,70.15913391,89,33.8,25.7,
176,TH,Bangkok,2019,8,32,1224,100.6244261,13.77183155,5666264,central,18,73,3,73.63274384,218,32.8,24.8,
177,TH,Bangkok,2019,9,33,1050,100.6244261,13.77183155,5666264,central,18,73,3,79.64078522,261,32.4,24.6,
178,TH,Bangkok,2019,10,34,1479,100.6244261,13.77183155,5666264,central,18,73,3,79.4074707,134,33,25.5,
179,TH,Bangkok,2019,11,35,1497,100.6244261,13.77183155,5666264,central,18,73,3,83.17644501,19,32.2,24.3,
180,TH,Bangkok,2019,12,36,765,100.6244261,13.77183155,5666264,central,18,73,3,78.1701355,1,31.5,21.5,
181,TH,Bangkok,2020,1,37,402,100.6244261,13.77183155,5588222,central,18,73,3,76.35745239,3,33.5,22.8,0
182,TH,Bangkok,2020,2,38,207,100.6244261,13.77183155,5588222,central,18,73,3,68.36451721,3,33.5,23.1,0
183,TH,Bangkok,2020,3,39,150,100.6244261,13.77183155,5588222,central,18,73,3,66.98197937,28,34.7,24.9,35.90258065
184,TH,Bangkok,2020,4,40,70,100.6244261,13.77183155,5588222,central,18,73,3,73.22019959,47,35.1,25.4,76.264
185,TH,Bangkok,2020,5,41,81,100.6244261,13.77183155,5588222,central,18,73,3,73.19203949,97,35.4,26.4,75
186,TH,Bangkok,2020,6,42,159,100.6244261,13.77183155,5588222,central,18,73,3,76.69570923,114,33.8,25.4,62.99333333
187,TH,Bangkok,2020,7,43,399,100.6244261,13.77183155,5588222,central,18,73,3,78.76395416,146,33.5,25.5,52.78
188,TH,Bangkok,2020,8,44,594,100.6244261,13.77183155,5588222,central,18,73,3,74.8706665,146,33.2,25.2,51.16580645
189,TH,Bangkok,2020,9,45,519,100.6244261,13.77183155,5588222,central,18,73,3,80.02924347,228,33,25.1,47.776
190,TH,Bangkok,2020,10,46,454,100.6244261,13.77183155,5588222,central,18,73,3,84.74915314,307,30.9,23.4,47.22
191,TH,Bangkok,2020,11,47,537,100.6244261,13.77183155,5588222,central,18,73,3,80.98965454,37,32,24.1,48.054
192,TH,Bangkok,2020,12,48,335,100.6244261,13.77183155,5588222,central,18,73,3,78.95280457,4,31.6,21.9,54.92870968
193,TH,Bangkok,2021,1,49,276,100.6244261,13.77183155,5588222,central,18,73,3,72.50733948,1,30.6,19.9,59.31967742
194,TH,Bangkok,2021,2,50,174,100.6244261,13.77183155,5588222,central,18,73,3,65.77321625,8,32.6,22.2,49.30642857
195,TH,Bangkok,2021,3,51,163,100.6244261,13.77183155,5588222,central,18,73,3,74.36837006,18,34.4,24.6,47.22
196,TH,Bangkok,2021,4,52,59,100.6244261,13.77183155,5588222,central,18,73,3,76.48202515,171,33.8,24.1,51.60333333
197,TH,Bangkok,2021,5,53,78,100.6244261,13.77183155,5588222,central,18,73,3,74.86669159,106,34.6,25.7,59.26
198,TH,Bangkok,2021,6,54,77,100.6244261,13.77183155,5588222,central,18,73,3,72.04663849,75,34.3,25.9,56.10933333
199,TH,Bangkok,2021,7,55,40,100.6244261,13.77183155,5588222,central,18,73,3,77.63716125,186,32.9,25,59.31806452
200,TH,Bangkok,2021,8,56,37,100.6244261,13.77183155,5588222,central,18,73,3,80.52954102,140,33.2,25.1,73.22322581
201,TH,Bangkok,2021,9,57,71,100.6244261,13.77183155,5588222,central,18,73,3,81.37010956,348,31.9,24,55.09
202,TH,Bangkok,2021,10,58,94,100.6244261,13.77183155,5588222,central,18,73,3,82.61791229,233,31.9,24.5,56.64580645
203,TH,Bangkok,2021,11,59,128,100.6244261,13.77183155,5588222,central,18,73,3,82.96153259,54,32,24.1,58.306
204,TH,Bangkok,2021,12,60,90,100.6244261,13.77183155,5588222,central,18,73,3,72.34840393,5,31.1,21.4,42.64
205,TH,Bangkok,2022,1,61,62,100.6244261,13.77183155,5588222,central,18,73,3,68.28591156,6,32.6,22.3,41.35580645
206,TH,Bangkok,2022,2,62,52,100.6244261,13.77183155,5588222,central,18,73,3,79.08373261,44,32.9,22.5,40.67714286
207,TH,Bangkok,2022,3,63,77,100.6244261,13.77183155,5588222,central,18,73,3,77.60497284,78,34.3,24.7,43.06
208,TH,Bangkok,2022,4,64,95,100.6244261,13.77183155,5588222,central,18,73,3,76.56839752,44,34.5,24.8,37.5
